adapter_id,role,acc,mean_cos,module,layer,signed
e4676550,typical_high,0.9435,0.7998728694149194,Q,0,0.0010867762421185034
e4676550,typical_high,0.9435,0.7998728694149194,Q,1,0.0010857230437792964
e4676550,typical_high,0.9435,0.7998728694149194,Q,2,0.0013471436915324375
e4676550,typical_high,0.9435,0.7998728694149194,Q,3,0.0019125768722005887
e4676550,typical_high,0.9435,0.7998728694149194,Q,4,0.0023967447664290376
e4676550,typical_high,0.9435,0.7998728694149194,Q,5,0.001481479535186736
e4676550,typical_high,0.9435,0.7998728694149194,Q,6,0.005425534753953798
e4676550,typical_high,0.9435,0.7998728694149194,Q,7,0.00894050652328815
e4676550,typical_high,0.9435,0.7998728694149194,Q,8,0.013580826288176695
e4676550,typical_high,0.9435,0.7998728694149194,Q,9,0.011501238655000634
e4676550,typical_high,0.9435,0.7998728694149194,Q,10,0.006745414561009966
e4676550,typical_high,0.9435,0.7998728694149194,Q,11,0.010211128648734302
e4676550,typical_high,0.9435,0.7998728694149194,Q,12,0.015354224145426087
e4676550,typical_high,0.9435,0.7998728694149194,Q,13,0.012708816239864973
e4676550,typical_high,0.9435,0.7998728694149194,Q,14,0.016986465614536428
e4676550,typical_high,0.9435,0.7998728694149194,Q,15,0.014536846040599016
e4676550,typical_high,0.9435,0.7998728694149194,K,0,0.005072996146566311
e4676550,typical_high,0.9435,0.7998728694149194,K,1,0.0038425659967629144
e4676550,typical_high,0.9435,0.7998728694149194,K,2,0.00011042969114782863
e4676550,typical_high,0.9435,0.7998728694149194,K,3,0.000671103500621939
e4676550,typical_high,0.9435,0.7998728694149194,K,4,-0.000022917787191545358
e4676550,typical_high,0.9435,0.7998728694149194,K,5,0.002838552761943447
e4676550,typical_high,0.9435,0.7998728694149194,K,6,0.0001630364786251448
e4676550,typical_high,0.9435,0.7998728694149194,K,7,0.008421777482226389
e4676550,typical_high,0.9435,0.7998728694149194,K,8,0.00535296114344419
e4676550,typical_high,0.9435,0.7998728694149194,K,9,0.0028498965195353776
e4676550,typical_high,0.9435,0.7998728694149194,K,10,0.0015508103588217637
e4676550,typical_high,0.9435,0.7998728694149194,K,11,0.009056766150584039
e4676550,typical_high,0.9435,0.7998728694149194,K,12,0.00514571768037797
e4676550,typical_high,0.9435,0.7998728694149194,K,13,0.005221539479805415
e4676550,typical_high,0.9435,0.7998728694149194,K,14,0.00868471970511564
e4676550,typical_high,0.9435,0.7998728694149194,K,15,0.008939788258146564
e4676550,typical_high,0.9435,0.7998728694149194,V,0,0.0011775875947250825
e4676550,typical_high,0.9435,0.7998728694149194,V,1,0.0029240418530207535
e4676550,typical_high,0.9435,0.7998728694149194,V,2,0.0009367299835503218
e4676550,typical_high,0.9435,0.7998728694149194,V,3,0.0010589232913389424
e4676550,typical_high,0.9435,0.7998728694149194,V,4,0.003329230789859139
e4676550,typical_high,0.9435,0.7998728694149194,V,5,0.003155270763727458
e4676550,typical_high,0.9435,0.7998728694149194,V,6,0.0014772530291793373
e4676550,typical_high,0.9435,0.7998728694149194,V,7,0.0026316483961252857
e4676550,typical_high,0.9435,0.7998728694149194,V,8,0.004061299143927499
e4676550,typical_high,0.9435,0.7998728694149194,V,9,0.003780505710210491
e4676550,typical_high,0.9435,0.7998728694149194,V,10,0.004270551977015202
e4676550,typical_high,0.9435,0.7998728694149194,V,11,0.008458539492949058
e4676550,typical_high,0.9435,0.7998728694149194,V,12,0.007619366936665983
e4676550,typical_high,0.9435,0.7998728694149194,V,13,0.006660806130639685
e4676550,typical_high,0.9435,0.7998728694149194,V,14,0.009245079697279834
e4676550,typical_high,0.9435,0.7998728694149194,V,15,0.00758162220330405
e4676550,typical_high,0.9435,0.7998728694149194,O,0,0.0011291592571183173
e4676550,typical_high,0.9435,0.7998728694149194,O,1,0.00316752674871168
e4676550,typical_high,0.9435,0.7998728694149194,O,2,0.0020594530265611866
e4676550,typical_high,0.9435,0.7998728694149194,O,3,0.003784674644066399
e4676550,typical_high,0.9435,0.7998728694149194,O,4,0.0059961739182767815
e4676550,typical_high,0.9435,0.7998728694149194,O,5,0.007038106852860437
e4676550,typical_high,0.9435,0.7998728694149194,O,6,0.011820608172229186
e4676550,typical_high,0.9435,0.7998728694149194,O,7,0.008335191871424286
e4676550,typical_high,0.9435,0.7998728694149194,O,8,0.00545607344434984
e4676550,typical_high,0.9435,0.7998728694149194,O,9,0.005193004164539161
e4676550,typical_high,0.9435,0.7998728694149194,O,10,0.008270094195040656
e4676550,typical_high,0.9435,0.7998728694149194,O,11,0.00920566587706162
e4676550,typical_high,0.9435,0.7998728694149194,O,12,0.010967437296017124
e4676550,typical_high,0.9435,0.7998728694149194,O,13,0.010938062234345125
e4676550,typical_high,0.9435,0.7998728694149194,O,14,0.011445759557318524
e4676550,typical_high,0.9435,0.7998728694149194,O,15,0.011598293927363557
e4676550,typical_high,0.9435,0.7998728694149194,gate,0,0.004641668039710112
e4676550,typical_high,0.9435,0.7998728694149194,gate,1,0.003697691537809078
e4676550,typical_high,0.9435,0.7998728694149194,gate,2,0.006261547748692919
e4676550,typical_high,0.9435,0.7998728694149194,gate,3,0.007970982740062027
e4676550,typical_high,0.9435,0.7998728694149194,gate,4,0.008315566362057325
e4676550,typical_high,0.9435,0.7998728694149194,gate,5,0.012754101599739442
e4676550,typical_high,0.9435,0.7998728694149194,gate,6,0.010525495834372123
e4676550,typical_high,0.9435,0.7998728694149194,gate,7,0.014868666947222664
e4676550,typical_high,0.9435,0.7998728694149194,gate,8,0.011165007358442836
e4676550,typical_high,0.9435,0.7998728694149194,gate,9,0.0061553683552801886
e4676550,typical_high,0.9435,0.7998728694149194,gate,10,0.010587053788071898
e4676550,typical_high,0.9435,0.7998728694149194,gate,11,0.013250788633058619
e4676550,typical_high,0.9435,0.7998728694149194,gate,12,0.011690776182433638
e4676550,typical_high,0.9435,0.7998728694149194,gate,13,0.011644982400412118
e4676550,typical_high,0.9435,0.7998728694149194,gate,14,0.00873249996618597
e4676550,typical_high,0.9435,0.7998728694149194,gate,15,0.013353401045378632
e4676550,typical_high,0.9435,0.7998728694149194,up,0,0.004067738954063316
e4676550,typical_high,0.9435,0.7998728694149194,up,1,0.00518569569715055
e4676550,typical_high,0.9435,0.7998728694149194,up,2,0.006367024757082618
e4676550,typical_high,0.9435,0.7998728694149194,up,3,0.004468680904437861
e4676550,typical_high,0.9435,0.7998728694149194,up,4,0.006843910444331414
e4676550,typical_high,0.9435,0.7998728694149194,up,5,0.012584503300331562
e4676550,typical_high,0.9435,0.7998728694149194,up,6,0.011382441737737281
e4676550,typical_high,0.9435,0.7998728694149194,up,7,0.010912486156144041
e4676550,typical_high,0.9435,0.7998728694149194,up,8,0.012893092919966875
e4676550,typical_high,0.9435,0.7998728694149194,up,9,0.018822565895789012
e4676550,typical_high,0.9435,0.7998728694149194,up,10,0.007464681840474441
e4676550,typical_high,0.9435,0.7998728694149194,up,11,0.016670472628902644
e4676550,typical_high,0.9435,0.7998728694149194,up,12,0.017762301488119192
e4676550,typical_high,0.9435,0.7998728694149194,up,13,0.01645320111492765
e4676550,typical_high,0.9435,0.7998728694149194,up,14,0.01586245984526613
e4676550,typical_high,0.9435,0.7998728694149194,up,15,0.012807473354769172
e4676550,typical_high,0.9435,0.7998728694149194,down,0,0.007100089944174215
e4676550,typical_high,0.9435,0.7998728694149194,down,1,0.01415961962993606
e4676550,typical_high,0.9435,0.7998728694149194,down,2,0.012400200438591469
e4676550,typical_high,0.9435,0.7998728694149194,down,3,0.016517998179182314
e4676550,typical_high,0.9435,0.7998728694149194,down,4,0.01947101512745064
e4676550,typical_high,0.9435,0.7998728694149194,down,5,0.02258904589643862
e4676550,typical_high,0.9435,0.7998728694149194,down,6,0.023670350804650298
e4676550,typical_high,0.9435,0.7998728694149194,down,7,0.021241150467574244
e4676550,typical_high,0.9435,0.7998728694149194,down,8,0.01724196207123896
e4676550,typical_high,0.9435,0.7998728694149194,down,9,0.01802386767360531
e4676550,typical_high,0.9435,0.7998728694149194,down,10,0.01749496073443879
e4676550,typical_high,0.9435,0.7998728694149194,down,11,0.017255207330293842
e4676550,typical_high,0.9435,0.7998728694149194,down,12,0.015481962546701311
e4676550,typical_high,0.9435,0.7998728694149194,down,13,0.020918430862366222
e4676550,typical_high,0.9435,0.7998728694149194,down,14,0.020420976772584254
e4676550,typical_high,0.9435,0.7998728694149194,down,15,0.020162734581390396
a0cfd6fb,typical_high,0.945,0.7971897190642279,Q,0,0.0028393515011657655
a0cfd6fb,typical_high,0.945,0.7971897190642279,Q,1,0.0011258808125376163
a0cfd6fb,typical_high,0.945,0.7971897190642279,Q,2,0.00006427088067084696
a0cfd6fb,typical_high,0.945,0.7971897190642279,Q,3,0.0013901078976914505
a0cfd6fb,typical_high,0.945,0.7971897190642279,Q,4,0.0024575524648753344
a0cfd6fb,typical_high,0.945,0.7971897190642279,Q,5,0.0013834571800543927
a0cfd6fb,typical_high,0.945,0.7971897190642279,Q,6,0.003589059513387838
a0cfd6fb,typical_high,0.945,0.7971897190642279,Q,7,0.010055666988364464
a0cfd6fb,typical_high,0.945,0.7971897190642279,Q,8,0.010427935577638436
a0cfd6fb,typical_high,0.945,0.7971897190642279,Q,9,0.012133016973166377
a0cfd6fb,typical_high,0.945,0.7971897190642279,Q,10,0.006190112660988234
a0cfd6fb,typical_high,0.945,0.7971897190642279,Q,11,0.010184239902173431
a0cfd6fb,typical_high,0.945,0.7971897190642279,Q,12,0.014792018894922876
a0cfd6fb,typical_high,0.945,0.7971897190642279,Q,13,0.013419674778560875
a0cfd6fb,typical_high,0.945,0.7971897190642279,Q,14,0.016402151738077464
a0cfd6fb,typical_high,0.945,0.7971897190642279,Q,15,0.01597135243514458
a0cfd6fb,typical_high,0.945,0.7971897190642279,K,0,0.0017747393619629293
a0cfd6fb,typical_high,0.945,0.7971897190642279,K,1,0.003120350821518514
a0cfd6fb,typical_high,0.945,0.7971897190642279,K,2,0.0016160491734353855
a0cfd6fb,typical_high,0.945,0.7971897190642279,K,3,0.0032109245230458328
a0cfd6fb,typical_high,0.945,0.7971897190642279,K,4,-0.00031616184787708335
a0cfd6fb,typical_high,0.945,0.7971897190642279,K,5,0.001844188417692294
a0cfd6fb,typical_high,0.945,0.7971897190642279,K,6,-0.00027472664839933714
a0cfd6fb,typical_high,0.945,0.7971897190642279,K,7,0.009942487030258462
a0cfd6fb,typical_high,0.945,0.7971897190642279,K,8,0.004580905090506349
a0cfd6fb,typical_high,0.945,0.7971897190642279,K,9,0.0009183695109982182
a0cfd6fb,typical_high,0.945,0.7971897190642279,K,10,0.0011420507803165947
a0cfd6fb,typical_high,0.945,0.7971897190642279,K,11,0.007551371281238062
a0cfd6fb,typical_high,0.945,0.7971897190642279,K,12,0.003762680097906923
a0cfd6fb,typical_high,0.945,0.7971897190642279,K,13,0.0004070884533007302
a0cfd6fb,typical_high,0.945,0.7971897190642279,K,14,0.008892482402870883
a0cfd6fb,typical_high,0.945,0.7971897190642279,K,15,0.009947281238510186
a0cfd6fb,typical_high,0.945,0.7971897190642279,V,0,0.0029760561300236077
a0cfd6fb,typical_high,0.945,0.7971897190642279,V,1,0.0007318813023857729
a0cfd6fb,typical_high,0.945,0.7971897190642279,V,2,-0.00011556454410310835
a0cfd6fb,typical_high,0.945,0.7971897190642279,V,3,0.003167378367834317
a0cfd6fb,typical_high,0.945,0.7971897190642279,V,4,0.0037417956405079167
a0cfd6fb,typical_high,0.945,0.7971897190642279,V,5,0.003528867415525383
a0cfd6fb,typical_high,0.945,0.7971897190642279,V,6,0.0007629600891050359
a0cfd6fb,typical_high,0.945,0.7971897190642279,V,7,0.0029388136891839167
a0cfd6fb,typical_high,0.945,0.7971897190642279,V,8,0.005052484878433461
a0cfd6fb,typical_high,0.945,0.7971897190642279,V,9,0.001048930563229078
a0cfd6fb,typical_high,0.945,0.7971897190642279,V,10,0.001462110050397314
a0cfd6fb,typical_high,0.945,0.7971897190642279,V,11,0.00447317031091643
a0cfd6fb,typical_high,0.945,0.7971897190642279,V,12,0.0068254829450324905
a0cfd6fb,typical_high,0.945,0.7971897190642279,V,13,0.006781627975215088
a0cfd6fb,typical_high,0.945,0.7971897190642279,V,14,0.008357972047178919
a0cfd6fb,typical_high,0.945,0.7971897190642279,V,15,0.00610170832339918
a0cfd6fb,typical_high,0.945,0.7971897190642279,O,0,0.0032295885605435615
a0cfd6fb,typical_high,0.945,0.7971897190642279,O,1,0.0020064407768813908
a0cfd6fb,typical_high,0.945,0.7971897190642279,O,2,0.0017958078572632985
a0cfd6fb,typical_high,0.945,0.7971897190642279,O,3,0.00359724960856056
a0cfd6fb,typical_high,0.945,0.7971897190642279,O,4,0.003496280412832675
a0cfd6fb,typical_high,0.945,0.7971897190642279,O,5,0.007762537093526589
a0cfd6fb,typical_high,0.945,0.7971897190642279,O,6,0.009365443965378972
a0cfd6fb,typical_high,0.945,0.7971897190642279,O,7,0.006461373404476944
a0cfd6fb,typical_high,0.945,0.7971897190642279,O,8,0.00476258866592616
a0cfd6fb,typical_high,0.945,0.7971897190642279,O,9,0.0032223655396137474
a0cfd6fb,typical_high,0.945,0.7971897190642279,O,10,0.005728051664846134
a0cfd6fb,typical_high,0.945,0.7971897190642279,O,11,0.007634179166686295
a0cfd6fb,typical_high,0.945,0.7971897190642279,O,12,0.010707886929594679
a0cfd6fb,typical_high,0.945,0.7971897190642279,O,13,0.009841148066243477
a0cfd6fb,typical_high,0.945,0.7971897190642279,O,14,0.012198243405123321
a0cfd6fb,typical_high,0.945,0.7971897190642279,O,15,0.01177970278581597
a0cfd6fb,typical_high,0.945,0.7971897190642279,gate,0,0.004902425095792751
a0cfd6fb,typical_high,0.945,0.7971897190642279,gate,1,0.0038766393424793932
a0cfd6fb,typical_high,0.945,0.7971897190642279,gate,2,0.005380634227094561
a0cfd6fb,typical_high,0.945,0.7971897190642279,gate,3,0.0052161098349756685
a0cfd6fb,typical_high,0.945,0.7971897190642279,gate,4,0.008499609965127775
a0cfd6fb,typical_high,0.945,0.7971897190642279,gate,5,0.008443585748636906
a0cfd6fb,typical_high,0.945,0.7971897190642279,gate,6,0.01091530422689857
a0cfd6fb,typical_high,0.945,0.7971897190642279,gate,7,0.007524532360093872
a0cfd6fb,typical_high,0.945,0.7971897190642279,gate,8,0.010819681554949057
a0cfd6fb,typical_high,0.945,0.7971897190642279,gate,9,0.007363801089269373
a0cfd6fb,typical_high,0.945,0.7971897190642279,gate,10,0.010759140453046712
a0cfd6fb,typical_high,0.945,0.7971897190642279,gate,11,0.01353413957049554
a0cfd6fb,typical_high,0.945,0.7971897190642279,gate,12,0.013430749387453034
a0cfd6fb,typical_high,0.945,0.7971897190642279,gate,13,0.014636989959399216
a0cfd6fb,typical_high,0.945,0.7971897190642279,gate,14,0.010470712975347851
a0cfd6fb,typical_high,0.945,0.7971897190642279,gate,15,0.01554677321314557
a0cfd6fb,typical_high,0.945,0.7971897190642279,up,0,0.0019047575337367562
a0cfd6fb,typical_high,0.945,0.7971897190642279,up,1,0.0027534118453331757
a0cfd6fb,typical_high,0.945,0.7971897190642279,up,2,0.008351168077751936
a0cfd6fb,typical_high,0.945,0.7971897190642279,up,3,0.007251162044440207
a0cfd6fb,typical_high,0.945,0.7971897190642279,up,4,0.009071500795016618
a0cfd6fb,typical_high,0.945,0.7971897190642279,up,5,0.012155816021049759
a0cfd6fb,typical_high,0.945,0.7971897190642279,up,6,0.009256294523311226
a0cfd6fb,typical_high,0.945,0.7971897190642279,up,7,0.012560450073578977
a0cfd6fb,typical_high,0.945,0.7971897190642279,up,8,0.012791874153890603
a0cfd6fb,typical_high,0.945,0.7971897190642279,up,9,0.019780114475111077
a0cfd6fb,typical_high,0.945,0.7971897190642279,up,10,0.007832557137533058
a0cfd6fb,typical_high,0.945,0.7971897190642279,up,11,0.016983422320208774
a0cfd6fb,typical_high,0.945,0.7971897190642279,up,12,0.018969031039773654
a0cfd6fb,typical_high,0.945,0.7971897190642279,up,13,0.016681942484638057
a0cfd6fb,typical_high,0.945,0.7971897190642279,up,14,0.017493788786623554
a0cfd6fb,typical_high,0.945,0.7971897190642279,up,15,0.014690361297880372
